cc_num,trans_date_trans_time,amt,category,merchant
900000000002,2020-05-08 15:24:57,32.48,gas_transport,merchant_insuficiente_10
900000000002,2020-05-09 08:35:10,49.09,misc_pos,merchant_insuficiente_11
900000000002,2020-05-10 08:57:36,49.29,grocery_pos,merchant_insuficiente_13
900000000002,2020-05-10 15:46:23,26.71,food_dining,merchant_insuficiente_12
900000000002,2020-05-11 15:23:49,25.63,gas_transport,merchant_insuficiente_14
900000000002,2020-05-12 08:34:02,44.79,misc_pos,merchant_insuficiente_15
900000000002,2020-05-13 15:45:15,32.90,food_dining,merchant_insuficiente_16
900000000002,2020-05-14 08:56:28,46.40,grocery_pos,merchant_insuficiente_17
900000000002,2020-05-14 15:22:41,27.57,gas_transport,merchant_insuficiente_18
900000000002,2020-05-15 08:33:54,45.85,misc_pos,merchant_insuficiente_01
900000000002,2020-05-16 15:44:07,29.43,food_dining,merchant_insuficiente_02
900000000003,2020-03-10 08:15:00,27.76,grocery_pos,merchant_moderado_01
900000000003,2020-03-12 15:26:13,39.29,gas_transport,merchant_moderado_02
900000000003,2020-03-14 08:37:26,54.32,home,merchant_moderado_03
900000000003,2020-03-16 15:48:39,74.15,kids_pets,merchant_moderado_04
900000000003,2020-03-18 08:59:52,35.68,personal_care,merchant_moderado_05
900000000003,2020-03-20 15:25:05,52.11,food_dining,merchant_moderado_06
900000000003,2020-03-22 08:36:18,76.43,grocery_pos,merchant_moderado_07
900000000003,2020-03-24 15:47:31,37.76,gas_transport,merchant_moderado_08
900000000003,2020-03-26 08:58:44,49.15,home,merchant_moderado_09
900000000003,2020-03-28 15:24:57,69.55,kids_pets,merchant_moderado_10
900000000003,2020-03-30 08:35:10,28.96,personal_care,merchant_moderado_11
900000000003,2020-04-01 15:46:23,51.15,food_dining,merchant_moderado_12
900000000003,2020-04-03 08:57:36,63.59,grocery_pos,merchant_moderado_13
900000000003,2020-04-05 15:23:49,23.65,gas_transport,merchant_moderado_14
900000000003,2020-04-07 08:34:02,40.47,home,merchant_moderado_15
900000000003,2020-04-09 15:45:15,60.61,kids_pets,merchant_moderado_16
900000000003,2020-04-11 08:56:28,74.63,personal_care,merchant_moderado_17
900000000003,2020-04-13 15:22:41,39.85,food_dining,merchant_moderado_18
900000000003,2020-04-15 08:33:54,59.98,grocery_pos,merchant_moderado_01
900000000003,2020-04-17 15:44:07,71.99,gas_transport,merchant_moderado_02
900000000003,2020-04-19 08:55:20,32.19,home,merchant_moderado_03
900000000003,2020-04-21 15:21:33,56.98,kids_pets,merchant_moderado_04
900000000003,2020-04-23 08:32:46,69.10,personal_care,merchant_moderado_05
900000000003,2020-04-25 15:43:59,26.91,food_dining,merchant_moderado_06
900000000003,2020-04-27 08:54:12,43.47,grocery_pos,merchant_moderado_07
900000000003,2020-04-29 15:20:25,61.10,gas_transport,merchant_moderado_08
900000000003,2020-05-01 08:31:38,28.27,home,merchant_moderado_09
900000000003,2020-05-03 15:42:51,46.92,kids_pets,merchant_moderado_10
900000000003,2020-05-05 08:53:04,60.22,personal_care,merchant_moderado_11
900000000003,2020-05-07 15:19:17,73.64,food_dining,merchant_moderado_12
900000000003,2020-05-09 08:30:30,38.82,grocery_pos,merchant_moderado_13
900000000003,2020-05-11 15:41:43,61.96,gas_transport,merchant_moderado_14
900000000003,2020-05-13 08:52:56,74.29,home,merchant_moderado_15
900000000003,2020-05-15 15:18:09,40.71,kids_pets,merchant_moderado_16
900000000003,2020-05-17 08:29:22,56.61,personal_care,merchant_moderado_17
900000000003,2020-05-19 15:40:35,65.11,food_dining,merchant_moderado_18
